Mã sản phẩm,Ngày,Tên khách hàng,Số sao đánh giá,Nội dung đánh giá
422208973,09: 53 | 23/09/2023,Ngân Lê,5.0,sao shop lại dán như vậy ạ
422208973,15: 54 | 22/09/2023,Diễm My,5.0,"Da mình rất nhạy cảm nên lúc nhận được hàng là bản tiếng Thái thay vì tiếng Anh thì rất hoang mang và chat ngay với bên Hasaki thì họ bảo chỉ thay đổi phần tem thôi, nhưng khi khui ra mình nghĩ thành phần cũng đã thay đổi ít nhiều vì chất đặc hơn với mùi cũng khác lắm, mn cũng nên cân nhắc"
422208973,21: 51 | 15/09/2023,Phí Lê Khánh Linh,5.0,sữa rửa mặt êm
422208973,16: 17 | 31/08/2023,nguyễn thị quý,5.0,"loại này mình dùng nấy lọ rồi ,  nói chung rất ổn vì không bị kích ứng gì hết   da mình nhạy cảm dễ bị lên mụn nếu dùng không hợp ,  nhưng dùng e này khá ok .  em này dùng cho da dầu ,  nhưng mà nếu bạn nào muốn an toàn nên nua màu xanh dương dùng ok hơn ,  mỗi tội bên này không có màu xanh dương ,  nên mua màu này dùng cũng ok .  "
422208973,22: 44 | 03/08/2023,Ngô Phương,5.0,da mk thuộc da dầu mụn nhạy cảm dùng srm nào cũng bị khô da dùng chắc cỡ 10 dòng srm ry nhưng giờ mới tìm dc chân ái e này dùng thích lm mịn giữ độ ấm cực tốt đỉnh lm luôn mn nên dùng thử nhá
422208973,12: 28 | 01/08/2023,Đỏ Bí,5.0,"đang bị kích ứng do xài em srm cosrx , chuyển qua em này xài cái ngon ơ lun bà coan ơiii "
422208973,14: 02 | 30/07/2023,Ngô Thị Kim Tiến,5.0,"Bữa tớ hết Floxia bác sỹ kê đơn, rửa tạm tuýp Nivea đc tặng có 2 ngày lên cục mụn bọc to tướng. Vội kiếm srm thay thế cho da dầu hỗn hợp nhạy cảm theo HL thì thấy ẻm quá là ổn luôn, rửa xong ko bị khô căng da. 10đ."
422208973,12: 25 | 29/07/2023,Trần Hoàng Minh,5.0,"xịn vãi ò , hàng xịn , rất mê đóng gói cẩn thận đẹp 100000/10"
422208973,21: 33 | 21/07/2023,Thu Trang,5.0,"sữa rửa mặt chân ái của mình, mn nên mua chai 473ml thay vì các chai dung tích nhỏ hơn, khuyên thật lòng là 1 chai lớn có thể sd đc tới 1 năm luôn í."
422208973,07: 55 | 16/07/2023,Huyền Trang,5.0,"Chị nhân viên tư vấn nhiệt tình lắm ạ. Dầu gội đen được đánh giá tốt hơn. Sữa rửa mặt thì chắc mẹ bầu sử dụng được phải ko mn. Mn cho e xin ít review mỹ phẩm cho mẹ bầu đi ạ, e cảm ơn mn ạ!"
422208973,18: 59 | 13/07/2023,Ngọc Bích,5.0,"srm này sàii tốt lắm á , hồi trước tớ mua loại nhỏ tầm 88ml á sài đc 4 tháng lận , sài lâu thấy da khỏe hơn nhiều á"
422208973,17: 29 | 31/05/2023,Cường Lê,5.0,Hàng chuẩn.. mua được lúc Sale 314k cho 473ml
422208973,08: 16 | 27/05/2023,Yến Vy,5.0,"Hồi kì 3 tháng trước đi da liễu bác sĩ cho xài loại này cái là dính tới giờ luôn, rửa xong da mặt ẩm mịn mà lâu dần thấy da khoẻ hẳn ra luôn, mê thật sự"
422208973,10: 21 | 04/05/2023,Hoàng Thu Teang,5.0,Sản phẩm dùng rất tốt ạ
422208973,15: 33 | 20/04/2023,Hạp Thị Lan Anh,5.0,Sản phẩm này dùng tốt
422208973,12: 08 | 17/04/2023,Luu ly,5.0,Sản phẩm dùng rất thích da mặt không bị khô mà còn rất dễ chịu
422208973,23: 04 | 15/04/2023,Hồng Thu,5.0,"Sữa rửa mặt tốt,sạch mụn,mịn da,đáng mua nha"
422208973,20: 27 | 15/04/2023,Danh Xinkk,5.0,Sản phẩm này dùng tốt
422208973,16: 02 | 15/04/2023,Hổ Báo Sư Tử,5.0,Sản phẩm dùng rất tốt
422208973,09: 51 | 15/04/2023,Hoàng Lamm,5.0, 
422208973,17: 08 | 13/04/2023,Lú Tổng,5.0,Sữa rửa mặt này dùng rất ok
422208973,18: 45 | 11/04/2023,고고티탄,5.0,San phâm nay dung tôt
422208973,16: 30 | 11/04/2023,Martin Trần,5.0,sản phẩm rất tốt
422208973,15: 39 | 11/04/2023,Lê Thị Thanh Hương,5.0,sản phẩm tốt lắm ạ
422208973,15: 08 | 11/04/2023,Phương Huyền,5.0,"Sản phẩm tốt 
Dùng cho da mụn , da nhạy cảm"
422208973,19: 53 | 10/04/2023,nguyen ngoc bich,5.0,sản phẩm tốt được ưa chuộng
422208973,15: 58 | 10/04/2023,Do vu thanh hoai,5.0,Sp tot
422208973,21: 50 | 09/04/2023,Nguyễn Ngọc Linh,5.0,Sản phẩm dùng tốt
422208973,15: 28 | 09/04/2023,Tuấn Kiệt,5.0,Tốt
422208973,13: 04 | 30/03/2023,Nguyễn Thanh Tùng,5.0,"Mình thấy có số công bố bộ y tế trên sản phẩm nhưng click vào thì không có, cái này hasaki có thể gửi mình tham khảo về sản phẩm chính hãng được không ạ?"
422208973,07: 31 | 15/03/2023,Phạm Thị Tuyết,5.0,Tuyệt vời
422208973,21: 46 | 08/03/2023,Đặng Thị Thảo,4.0,"Mình da dầu dùng ổn lắm. Mua chai to dùng đc khá lâu. Săn sale trên Hasaki có 318k thui, nên tui hốt đc 2 lần giá hời v luôn r ấy, b có mua trên các sàn thương mại khác chưa chắc đã đc giá này đâu. Mãi yêu cerave foaming nhó"
422208973,19: 40 | 28/02/2023,Ái Vy,4.0,"rất ổn,sạch sâu"
422208973,16: 53 | 27/02/2023,Dương Quang Nghị,5.0,"Sản phẩm tốt, nhân viên tư vấn nhiệt tình. Giao hàng nhanh"
422208973,21: 43 | 30/12/2022,thanh ngan,5.0,sản phẩm rất tốt thích hợp cho da dầu tạo bọt mịn nhiều ko gây khô da rất nhẹ nhàng căng bóng da nhưng k gây khô hay là kich ứng
422208973,12: 01 | 20/12/2022,Mei Mei,4.0,"Shop đóng gói đẹp,kĩ
Mình thấy mn review sp này dành cho da dầu oke nên mua dùng thử
Để dùng 1 khoảng tgian xem a r đánh giá lại"
422208973,00: 32 | 14/12/2022,Lê Ngân,3.0,"mk dùng của đứa bạn thấy hợp nên mua
nh mà sao của mk mua nó bị dạng gel đặc sệt trong khi đó của bạn mk dạng lỏng 
với cả dùng mấy bữa đầu thấy da bị khô, bong"
422208973,07: 43 | 14/11/2022,CHỊ KHÁNH,5.0,"mình da hỗn hợp thiên dầu dùng ẻm xong kh hề bị khô căng da như những sp khác, dạng gel trong suốt mà bọt lên cũng kha khá đủ để massage mặt. Da mình mụn ẩn mà trộm vía dùng loại này kh bị đẩy mụn. Nói chung tuy giá hơi cao nhưng đáng mua nhé"
422208973,17: 34 | 13/11/2022,Duyen Ly,5.0,"Sản phẩm dùng thích, sữa rửa mặt có lớp gel trắng đục ,không tạo bọt, dùng xong đã ẩm ,mịn"
422208973,09: 55 | 10/11/2022,chi Ngan,5.0,chân ai cuộc đời cho da dầu mụn viêm.
422208973,12: 12 | 19/10/2022,Ngọc Huyền,5.0,"Đây là nhận xét của mình sau khi trải nghiệm sản phẩm gần 2 tháng. Đây là một loại gel rửa mặt phài nói là đỉnh của chóp luôn. Rửa sạch nhưng không hề gây khô da, rất lành tính. Maybe bản này được bán ở Hasaki là bản Pháp vì có thấy ghi là made in France và bản t.phần thì ko có Paraben luôn nha. Da cảm thấy da mình khoẻ hơn từng ngày khi dùng các sản phẩm của Cerave mà giá tính ra cũng rẻ. Chắc chắn sẽ mua lại, khuyên mọi người nên mua nha."
422208973,20: 26 | 14/10/2022,Nguyễn Phú Trọng,5.0,"473 ml xài phủng phê luôn, rất nhẹ nhàng hợp với mọi loại da"
422208973,15: 40 | 11/10/2022,{{7*7}},5.0,Rất hài lòng
422204795,10: 08 | 09/06/2024,Lê như,5.0,4wwer5wesree4e42r3ere
422204795,08: 45 | 29/04/2024,Tường hưng,5.0,"sai nhiều loại nhưng loại này rẻ mà tốt ko khô da, ko rít da, sài xong tối ngủ dưỡng ẩm nữa bao đẹp"
422204795,18: 24 | 08/04/2024,TOAN P,5.0,"Gel rửa mặt sạch lắm.
Hasaki giao hàng date mới, đóng gói kỹ ok lắm."
422204795,02: 46 | 03/04/2024,Nguyễn Anh Duy,5.0,sản phẩm này cho da nhạy cảm không
422204795,21: 13 | 22/02/2024,Đoàn Ngọc Thùy,5.0,Sản phẩm ok nha
422204795,09: 42 | 03/12/2023,Nguyễn thị trang,5.0,Chống nắng nhà Eucerin mãi đỉnh
422204795,11: 32 | 19/11/2023,Uyen Le,5.0,"Da mình dễ mụn, khi dùng srm này êm da, làm dịu vết mụn. Mình thấy okiee."
422204795,12: 50 | 10/10/2023,Tiểu Ngọc,3.0,"xài okie, rẻ, rửa xong hơi khô da nhưng cũng k sao"
422204795,09: 16 | 27/09/2023,hưng,5.0,sản phẩm tốt mình đã sử dụng được mấy năm nay rồi
422204795,00: 27 | 15/09/2023,Đoàn Trịnh Thanh Quy,4.0,50ml 150k mà em nhìn nhầm 150ml 150k
422204795,14: 16 | 22/04/2023,Thu Hoài,5.0,Sản phẩm này tốt
422204795,19: 35 | 21/04/2023,thoa phạm kim,5.0,Mình dùng sản phẩm này r rất là tốt
422204795,15: 00 | 21/04/2023,Phan Phương,5.0,Mình đã sử dụng sản phẩm này. Và mình rất ưng ý
422204795,14: 53 | 21/04/2023,Lê Thục Oanh,5.0,Sài thích thật sự mn ạ....mình xài cảm giác dịu da và sạch sáng cực luôn ý...10d luôn hihi...
422204795,14: 00 | 19/04/2023,Lynh Lynh,5.0,Mình đã sử dụng và mua đi mua lại nhiều lần. Sản phẩm rất ok không gây khô da
422204795,06: 15 | 17/04/2023,Bui thanh tuyền,5.0,Xài 3 năm r ok
422204795,16: 03 | 15/04/2023,Đinh Khánh Hoà,5.0,sản phẩm dùng tốt nhé mn
422204795,15: 12 | 15/04/2023,Nguyễnn Dương Lệ Hà,5.0,Sản phẩm dùng tốt
422204795,15: 05 | 15/04/2023,Quỳnh Quỳnh,5.0,Sản phẩm dùng tốt
422204795,14: 48 | 15/04/2023,Phan My,5.0,Sản phẩm sài rất tốt và đáng tiền nhé mọi người
422204795,13: 07 | 15/04/2023,Ryu Tina,5.0,Sản phẩm rất tốt
422204795,13: 07 | 15/04/2023,Linh Linh,5.0,sản phẩm dùng rất tốt ạ
422204795,12: 33 | 15/04/2023,Ngô thị hiệp,5.0,Sản phẩm tốt lắm
422204795,12: 23 | 15/04/2023,Lê Thị Bích Hồng,5.0,"Sản phẩm dùng tốt, xuất sắc, ủng hộ lâu dài♥️"
422204795,12: 02 | 15/04/2023,Kim Cuong Nguyen,5.0,Sản phẩm này dùng cực kỳ êm luôn
422204795,11: 43 | 15/04/2023,Mỹ Phụng,5.0,Sản phẩm dùng tốt
422204795,11: 09 | 15/04/2023,Havy Do Thi,5.0,Tốt
422204795,22: 10 | 14/04/2023,Ngân Trần,5.0,Sản phẩm tốt dùng cực thích
422204795,19: 50 | 14/04/2023,Vũ thị ánh nguyệt,5.0,"Sản phẩm rất tốt 
Rất đáng tiền"
422204795,18: 37 | 14/04/2023,Hoa,5.0,Sản phẩm dùng rất tốt . Phù hợp với da mặt mình
422204795,18: 10 | 14/04/2023,Thư Nguyễn Thị Quỳnh,5.0,Sản phẩm dùng tốt !!! Nên sử dụng
422204795,17: 18 | 14/04/2023,Nguyễn Thanh Huyền,5.0,Sản phẩm này dùng rất tốt 
422204795,17: 12 | 14/04/2023,Trần Thuỳ Linh,5.0,"Dùng nè cực thích luôn ,"
422204795,17: 10 | 14/04/2023,Võ Hoàng Yến Vy,5.0,10điểm cho sản phẩm ạ
422204795,17: 02 | 14/04/2023,Huyền Diệu Bảo,5.0,"Sp dùng tốt, mình xài chai t3 rồi, trộm vía "
422204795,16: 28 | 14/04/2023,Nguyễn Mai,5.0,Sản phẩm tuyên vời quá suất xắc luôn ạ 
422204795,15: 55 | 14/04/2023,Kathy Nguyen-Pham,5.0,"Gel rửa mặt luôn luôn sẽ mãi kèo với những người phụ nữ ma có da cảm thấy mình không tin tưởng lắm.
Minh rất suggest la mọi người nên xài sữa rửa mặt nay
Bởi vì nó rất la natural với da mình. Ai có da nhạy cảm hay khô thi nên sử dụng nha."
422204795,15: 31 | 14/04/2023,Rose Tran,5.0,"Cứu cánh cho làn da mụn. 
sau 1 tuần sử dụng đã có sự thay đổi ❤️"
422204795,14: 46 | 14/04/2023,Rose Kim,5.0,"Sản phẩm tốt , công dụng hiểu quả sau 1-2 tuần sử dụng, giúp làm sạch da ,khán khuẩn , loại bỏ bả nhờn. Phù hợp với da thường , mọi loại da . loại bỏ mụn nhờ tinh dầu tràm trà và giữ độ ẩm tự nhiên cho da nhờ độ pH lý tưởng 4.5 - 5.5."
422204795,14: 36 | 14/04/2023,Nhung Vũ,5.0,Sản phẩm rất tốt dùng dược cho da nhạy cảm . Sẽ mua lại
422204795,14: 23 | 14/04/2023,Nguyễn Ngọc Thiên Kim,5.0,"Da mình bị mụn nội tiết tố, thâm niên lâu năm. Đã dùng nhiều loại nhưng không thấy hiệu quả. Mình đã đổi dùng thử và thấy có hiệu quả hơn hẳn. Không bị khô mà còn làm sáng da. Ai bị mụn lâu năm thì mình khuyên nên dùng loại này ạ"
422204795,13: 39 | 14/04/2023,Trần Làii,5.0,"Sản phẩm dùng rất tốt , sẽ mua lại tiếp ạ"
422204795,13: 32 | 14/04/2023,Thi Kim,5.0,"Da mình hồi trc bị mụn, khô, sần từ khi dùng sản phẩm này cấp ẩm tốt, đỡ khô cải thiện hơn nhiều 
Phù hợp vs da nhạy cảm như mình :))"
422204795,11: 51 | 14/04/2023,Như Huỳnh,5.0,Sản phẩm tốt và hiệu quả
422204795,11: 37 | 14/04/2023,Thanh Thuỳ,5.0,"Sản phẩm dùng tốt, không bị khô da"
422204795,11: 37 | 14/04/2023,Phạm Thị Hương,5.0,"Sản phẩm này dùng thích lắm . Không gây kích ứng da , mọi người nên mua và sử dụng nhé ❤️"
422204795,21: 18 | 13/04/2023,Lý Trịnh,5.0,Sản phẩm rất tốt không khô da
422204795,21: 08 | 13/04/2023,Pham thao van,5.0,Sản phẩm dùng rất tốt . Mình đã dùng nhiều lần mọi người nên mua nha
422204795,20: 57 | 13/04/2023,Ngọc Dung,5.0,"Sp dùng rất ok ,rửa rất sạch sẽ"
422204795,19: 32 | 13/04/2023,Tan Nguyen,5.0,Sản phẩm dùng tốt
422204795,17: 47 | 13/04/2023,Le Thi Minh Ty,5.0,"dùng rất ok ,cảm thấy sạch sau khi rửa "
422204795,17: 35 | 13/04/2023,HT Thaotrinh,5.0,Sản phẩm dùng rất tốt
422204795,17: 09 | 13/04/2023,Tranthithu Trang,5.0,"Mình dùng rất hiệu quả, da mình đã đẹp hơn rất nhìu sau kho sữ dụng"
422204795,15: 02 | 13/04/2023,Le Trouvallie,5.0,Sản phẩm dùng rất tốt 
422204795,12: 19 | 13/04/2023,Meo So Won,5.0,sp vừa hợp túi tiền chất lượng lại ok
422204795,11: 40 | 13/04/2023,Linh Doan,5.0,Sản phẩm dùng rất tốt
422204795,11: 30 | 13/04/2023,Nguyễn Thùy Dung,5.0,Sản phẩm dùng tốt
422204795,21: 29 | 12/04/2023,미영 원,5.0,Sang pham nay dung rat tot
422204795,21: 11 | 12/04/2023,35_12b6_ Trang,5.0,Sản phẩm dùng tốt
422204795,20: 47 | 12/04/2023,tinh ban,5.0,Sản phẩm tốt
422204795,20: 32 | 12/04/2023,Korea Thủy,5.0,"Sản phẩm dùng rất tốt ,mình rất thích ,sản phẩm này"
422204795,18: 08 | 12/04/2023,Nguyễn Thị Duy Thuỵ,5.0,"Mình dùng mấy tuyp rồi nha ,da mình da dầu rửa mặt rất dễ chịu , kiềm dầu tốt mà không bị khô da , giảm mụn phù hợp với loại da nhạy cảm như mình nha , ủng hộ hãng dài dài"
422204795,17: 35 | 12/04/2023,Xuyến Crowd,5.0,Sản phẩm dùng rất tốt và hiệu quả
422204795,15: 49 | 12/04/2023,Kim Hoàng,5.0,Loại này dịu nhẹ lắm nha. Hợp với da nhạy cảm.
422204795,15: 44 | 12/04/2023,Minh Anh Duong,5.0,Sửa rửa mặt dùng rất tốt
422204795,15: 20 | 12/04/2023,Lú Tổng,5.0,"Sữa rửa mặt này rất ok, dịu nhẹ cho da"
422204795,14: 31 | 12/04/2023,Kim Mi,5.0,Sửa rửa mặt tốt
422204795,14: 24 | 12/04/2023,Hoa Hồng,5.0,Sửa rửa mặt này sai rất tốt mình ưng lắm
422204795,13: 38 | 12/04/2023,Phan Trinh,5.0,Sản phẩm dùng tốt. Sẽ tiếp tục ủng hộ
422204795,12: 49 | 12/04/2023,丁妍希,5.0,Sản phẩm dùng rất tốt 
422204795,12: 35 | 12/04/2023,Nguyen Diem Quynh,5.0,Sản phẩm này dùng rất tốt ạ
422204795,12: 35 | 12/04/2023,Ngọc Như,5.0,Sảm phẩm dùng tốt thật thích gê luôn
422204795,12: 14 | 12/04/2023,Vu Thi Nhung,5.0,Loai nay dung rat tot
422204795,20: 16 | 11/04/2023,Tinh Tinh Chung Thuy,5.0,Sp tot
422204795,19: 12 | 11/04/2023,Hồ Văn Quyết,5.0,"Sản phẩm dùng rất tốt cho da mặt, không kích ứng da, làm làn da mịn màng và trắng hơn"
422204795,18: 57 | 11/04/2023,紅菊,5.0,Sản phẩm dùng tốt
422204795,18: 55 | 11/04/2023,Truong Thuy,5.0,Sản phẩm rất tốt
422204795,18: 36 | 11/04/2023,Yumi Trang,5.0,Sản phẩm dùng tốt
422204795,17: 35 | 11/04/2023,Jee Tran,5.0,Sản phẩm dùng rất tốt ❤️
422204795,16: 36 | 11/04/2023,Linh Chu,5.0,Sản phẩm dùng rất tốt
422204795,16: 19 | 11/04/2023,Martin Trần,5.0,sản phẩm rất tốt
422204795,16: 01 | 11/04/2023,Lê Thị Thanh Hương,5.0,sản phẩm dùng tốt
422204795,15: 45 | 11/04/2023,Đào Lan,5.0,Sản phẩm sử dụng lành tính
422204795,15: 19 | 11/04/2023,Minh Chan,5.0,"Sản phẩm dùng rất tốt . Dùng rất mịn da , làm sạch da mặt và đặc biệt không gây kích ứng . Ủng hộ shop dài dài "
422204795,14: 21 | 11/04/2023,Băng Tuyết,5.0,Sữa rửa mặt dùng rất tốt mềm da
422204795,14: 21 | 11/04/2023,Nhi Hoàng,5.0,"Srm rửa đủ sạch và làm cho da không cảm giác căn kích nhaa, độ ph chuẩn da nhạy cảm không phải sợ bị kích ứng "
422204795,14: 11 | 11/04/2023,Ngọc Dương,5.0,Sản phẩm dùng tốt
422204795,13: 53 | 11/04/2023,Hoài Xuân,5.0,Sản phẩm sử dụng rất tốt
422204795,12: 09 | 11/04/2023,Chi Ha,5.0,Sản phẩm xài rất tốt
422204795,11: 56 | 11/04/2023,Ngốc Nghếch,5.0,Sản phẩm sử dung tốt
422204795,11: 31 | 11/04/2023,BUI THI DOAN,5.0,"Sản phẩm dùng rất tốt, mướt và mịn da. Xài sạch mà không gây khô da
 Sẽ ủng hộ shop dài"
422204795,11: 27 | 11/04/2023,Hoang thi tâm,5.0,Sản phẩm tốt
422204795,10: 58 | 11/04/2023,Chole Huynh,5.0,Sản phẩm sử dụng tốt 
422204795,22: 09 | 10/04/2023,Hà Hà,5.0,"sản phẩm rất ok 
sẽ ủng hộ shop dài dài 
10 điểm"
422204795,21: 59 | 10/04/2023,Đặng Hoa,5.0,"Sữa rửa mặt xài rất êm da, làm dịu da k gay kích ứng sẽ phù hợp hơn nếu bạn tẩy trang sạch sẽ và kết hợp với tẩy da chết một tuần hai lần rồi rửa thật với nước và bông hoặc khăn tẩy trang và sử dụng kem dưỡng ẩm em trị mụn và serum viên uống làm đẹp da và cung cấp cấp ẩm cho da ngày và đêm cộng thêm kem chống nắng là quá ok la rồi"
422204795,21: 43 | 10/04/2023,Nhu Nguyen,5.0,"Sản phẩm dùng rất tốt, mướt và mịn da"
422204795,21: 36 | 10/04/2023,Bich Ngoc,5.0,"Sản phẩm dùng rất tốt ạ
Sẽ ủng hộ shop dài"
422204795,20: 28 | 10/04/2023,Thị Thanh,5.0,sản phẩm tốt
422204795,19: 55 | 10/04/2023,Ngọc Trúc,5.0,Xài sạch mà không gây khô da sản phẩm rất tốt
422204795,19: 27 | 10/04/2023,Nguyễn thị bích xuyên,5.0,"Sp dùng rất tốt. Sạch sâu, dịu da ❣️"
422204795,18: 13 | 10/04/2023,Phan Thị Mỹ Lành,5.0,"Sữa rửa mặt sau khi dùng da căng bóng và mịn màng rất thích, cám ơn shop nhiều"
422204795,16: 17 | 10/04/2023,Do vu thanh hoai,5.0,Sp tot
422204795,15: 18 | 10/04/2023,Trinh Ngo thi,5.0,"Hiện tại mình đang dùng sản phẩm phẩm của shop, 
Sản phẩm dành cho da có mụn, đặc biệt dành cho nhạy cảm dùng cũng ok hết, sản phẩm rất tốt "
422204795,15: 13 | 10/04/2023,Hoàng Nhã Trần,5.0,Sản phẩm rất tốt
422204795,14: 31 | 10/04/2023,Cô Ba Hột Xoàn,5.0,Sản phẩm rất tốt
422204795,14: 23 | 10/04/2023,Kim Ngan Cao,5.0,San phẩm này dùng tốt
422204795,13: 29 | 10/04/2023,Nguyễn Thị Thu Hương,5.0,Mình đang dùng sp và thấy hiệu quả rất ok ạ. Mình sẽ ủng hộ dài dài ạ
422204795,13: 01 | 10/04/2023,Ngoc Dao,5.0,Sản phẩm dùng tốt
422204795,12: 48 | 10/04/2023,An Nhiên,5.0,Sản phẩm dùng rất tốt và hiểu quả
422204795,12: 35 | 10/04/2023,Phạm thị xuân,5.0,"Mình đã dùng COSRX Tràm Trà, không gây khô da, rửa mặt xong,da mặt rất dễ chịu nhé"
422204795,12: 29 | 10/04/2023,Huyen Anh,5.0,Sản phẩm sử dụng tốt
422204795,12: 23 | 10/04/2023,Hoàng Vy,5.0,sản phẩm phù hợp cho da   mụn   rất đáng để mua
422204795,12: 11 | 10/04/2023,Vo thuy,5.0,Sau khi rữa xg da căng bóng. Không khô da
422204795,11: 59 | 10/04/2023,Hoa Phượng,5.0,Sản phẩm tốt. Đung rất ok a.
422204795,22: 11 | 09/04/2023,Vo Trang,5.0,"Mình đã dùng COSRX Tràm Trà, không gây khô da, rửa mặt xong,da mặt rất dễ chịu nhé"
422204795,21: 35 | 09/04/2023,Đào Văn Cường,5.0,Sản phẩm dùng rất tốt
422204795,20: 50 | 09/04/2023,Tú Uyên Đặng,5.0,Sản phẩm tốt
422204795,19: 35 | 09/04/2023,Khánh Vân,5.0,"Sản phẩm tốt, em dùng rồi cảm thấy rất ok và hiệu quả"
422204795,15: 36 | 09/04/2023,Thùy Trangg,5.0,sản phẩm này tôi dùng rồi rất tốt
422204795,15: 32 | 09/04/2023,Ngọc Ái,5.0,"Sản phẩm ok
"
422204795,15: 30 | 09/04/2023,Mai Thị Trâm,5.0,Sản phẩm dùng rất tốt 
422204795,13: 27 | 09/04/2023,Nhân Sky,5.0,Sản phẩm dùng rất tốt
422204795,15: 58 | 29/03/2023,Trần Thị Hoàng Thảo,5.0,"Da mặt mình kiểu dễ dùng nên dùng srm nào cũng được, nên đã thử rất nhiều loại srm, tuy nhiên đa số các loại khác có loại thì hơi khô còn có loại thì cảm giác ko dc sạch lắm. Sau khi dùng thử loại này thì cảm thấy da mềm sau khi rửa, cũng sạch , mùi dịu và dễ chịu hơn các loại khác mình từng sử dụng nhé"
422204795,15: 21 | 28/03/2023,Thuỳ Trâm,4.0,"Da mình hơi khô, và đang có vài nốt mụn bọc , Bây giờ mình sài srm này + toner hoa cúc thì có ổn không ạ ?"
422204795,21: 49 | 27/03/2023,Lý Thanh Phụng,5.0, 
422204795,19: 41 | 24/03/2023,VÕ LINH,5.0,"Mình đã mua lại lần 2, mình dùng thì thấy đẩy mụn, sau một thời gian thì chỗ trán mình thấy mịn hẳn."
422204795,20: 42 | 17/01/2023,Ngân Đỗ,5.0,"Thấy nhiều người chê mà mình xài đỉnh nha, da mình đang sần sùi và hơi khô do thời tiết, kết hợp em này và HA Loreal mới 2 tuần da láng mịn. Chân ái cuộc đời "
422204795,12: 26 | 23/11/2022,Mai Thi,5.0,sp sài rất ok nha mn.
